,budget,usa_gross_income,worlwide_gross_income
21302,$ 250000,,
21303,$ 12000000,$ 1455045,$ 1455045
21304,$ 250000,,
21305,,,
21306,,$ 18644570,$ 18644570
21307,,$ 201096,
21308,,,
21309,,,
21310,$ 1500000,$ 3851855,$ 4227849
21311,,,
21312,GBP 1998987,,
21313,$ 10000000,$ 8801940,$ 8801940
21314,,$ 1689501,$ 1689501
21315,$ 7000000,$ 8914881,$ 8914881
21316,,,
21317,,,
21318,,$ 1009700,$ 1009700
21319,$ 25000000,$ 8613462,$ 8613462
21320,,$ 12589,$ 12589
21321,,$ 38682707,$ 38682707
21322,,$ 15101131,$ 15101131
21323,$ 3000000,,
21324,,,
21325,$ 8000000,$ 10600497,$ 10600497
21326,$ 350000,$ 3677209,$ 3677209
21327,,$ 1820049,$ 1820049
21328,,,
21329,,,
21330,$ 1250000,$ 4654423,$ 4654423
21331,,,
21332,,,
21333,,,
21334,,,
21335,,,
21336,$ 20000000,$ 28078073,$ 28078073
21337,,,
21338,,,
21339,,,
21340,,$ 3772785,$ 3772785
21341,,,
21342,,,
21343,$ 800000,$ 14568989,$ 14568989
21344,$ 700000,$ 2490233,$ 2490233
21345,,,
21346,$ 25000000,$ 38348988,$ 38348988
21347,,$ 9719000,
21348,,,
21349,,$ 600000,$ 600000
21350,,$ 1057368,$ 1057368
21351,$ 2000000,$ 4389334,$ 4389334
21352,$ 18000000,$ 31042035,$ 31042035
21353,,,
21354,,,
21355,$ 58000000,$ 25928721,$ 25928721
21356,,$ 9640000,$ 9640000
21357,,,
21358,$ 12000000,$ 129268,$ 129268
21359,,$ 2912945,$ 2912945
21360,,,
21361,,,
21362,,,
21363,,,
21364,$ 457000,$ 11919250,$ 11919250
21365,,,
21366,CAD 1750000,$ 1057064,$ 1057064
21367,,,
21368,,,
21369,,,
21370,,,
21371,,,
21372,,,$ 2500000
21373,,$ 25309,
21374,,,
21375,,,
21376,,,
21377,,,
21378,,$ 12145169,$ 12145169
21379,,,
21380,$ 40000000,$ 30925690,$ 30925690
21381,,,
21382,,$ 2193612,$ 2193612
21383,,,
21384,,,
21385,,,
21386,,,
21387,$ 4600000,$ 13102025,$ 13102025
21388,,$ 3739406,$ 3739406
21389,$ 12000000,$ 17130087,$ 17130087
21390,$ 12000000,$ 11129057,$ 11129057
21391,,,
21392,,,
21393,,,
21394,,,
21395,,,
21396,,,
21397,,,
21398,$ 7000000,$ 1467396,$ 1467396
21399,$ 15000000,$ 17080167,$ 17080167
21400,,$ 6250994,$ 6250994
21401,,$ 23859382,$ 23859382
21402,$ 10000000,$ 3854833,$ 3854833
21403,,,
21404,$ 8200000,$ 80035402,$ 80035402
21405,,,$ 1003
21406,,,
21407,$ 6000000,,
21408,,,
21409,,,
21410,,,
21411,,,
21412,$ 2600000,$ 32980880,$ 32980880
21413,,,
21414,,,
21415,,,
21416,,$ 1493782,$ 1493782
21417,,,$ 13173
21418,,,
21419,,,
21420,,,$ 6951
21421,$ 30000000,$ 243187079,$ 296425473
21422,,,
21423,,,
21424,$ 9000000,$ 1393501,$ 1393501
21425,$ 2000000,$ 4116395,$ 4116395
21426,,,
21427,,,
21428,,,
21429,,$ 4743119,$ 4743119
21430,$ 11000000,$ 153378102,$ 153629030
21431,$ 30000000,$ 45858563,$ 45858563
21432,,,
21433,CAD 1340000,,
21434,$ 2000000,,
21435,,,
21436,,,
21437,,,
21438,,$ 11113806,$ 11113806
21439,,$ 7121719,$ 7121719
21440,,$ 4864980,$ 4864980
21441,,,
21442,,,
21443,,$ 148750,$ 148750
21444,,$ 1839623,$ 1839623
21445,$ 80000,,
21446,,,
21447,,,
21448,,,
21449,,$ 20307325,$ 20307325
21450,$ 7500000,$ 5142858,$ 5142858
21451,,,
21452,,,
21453,,,
21454,,,
21455,,,
21456,$ 9000000,$ 14255801,$ 14255801
21457,,$ 7343032,$ 7343032
21458,,,
21459,,,
21460,,,
21461,,$ 2773433,$ 2773433
21462,$ 28000000,$ 179870271,$ 333107271
21463,,,
21464,,,
21465,,,
21466,,,
21467,,,
21468,,,
21469,$ 6000000,$ 12414210,$ 12414210
21470,,,
21471,,,
21472,$ 9000000,$ 17124395,$ 17124395
21473,,$ 4463841,$ 4463841
21474,,,
21475,,,
21476,,$ 7889694,$ 7889694
21477,,,
21478,,,
21479,,,
21480,,$ 325717,
21481,$ 8000000,$ 91077276,$ 91119319
21482,,,
21483,$ 1000000,$ 495770,$ 8734155
21484,,,
21485,,,
21486,$ 14400000,$ 34700291,$ 34700291
21487,$ 2000000,,
21488,,,
21489,FIM 3958014,,
21490,,,
21491,,,
21492,FIM 2344625,,
21493,,,
21494,,,
21495,,$ 17513452,$ 17513452
21496,$ 2000000,,
21497,,,
21498,$ 15000000,$ 28733290,$ 28733290
21499,,,
21500,,,
21501,,,
21502,,,
21503,,,
21504,EUR 350000,,
21505,,,
21506,,,
21507,,,
21508,,$ 7828841,$ 7828841
21509,,$ 5718573,$ 5718573
21510,,,
21511,,,$ 8412
21512,,$ 289814,
21513,,,
21514,,,
21515,,,
21516,,,
21517,,,
21518,,,
21519,,$ 4561346,$ 4561346
21520,,,
21521,,,
21522,,,
21523,,,
21524,,,
21525,,,
21526,,,
21527,CAD 2000000,,
21528,,,
21529,,$ 1945658,$ 1945658
21530,,,
21531,,,
21532,,$ 5410972,$ 5410972
21533,,,
21534,,,
21535,,,
21536,,,
21537,,,
21538,,,
21539,$ 15100000,$ 26080861,$ 26080861
21540,,,
21541,$ 6300000,$ 1059966,$ 1059966
21542,,,
21543,$ 2550000,$ 22812411,$ 22812411
21544,,$ 1525532,$ 1525532
21545,,,
21546,,,
21547,,,
21548,,,
21549,FRF 30000000,,
21550,$ 250000,$ 4319001,$ 4319001
21551,$ 13000000,$ 25068724,$ 25068724
21552,$ 11000000,$ 4385312,$ 4385312
21553,,$ 25534703,$ 25534703
21554,,,
21555,$ 50000,$ 8217,$ 26177
21556,,,
21557,,,
21558,,,
21559,$ 28000000,$ 47951979,$ 47951979
21560,,,
21561,,,
21562,,,
21563,CAD 37000,,
21564,$ 4500000,,
21565,$ 2500000,,
21566,,,
21567,$ 700000,$ 14418922,$ 14418922
21568,$ 1800000,$ 25504513,$ 25504513
21569,GBP 3000000,$ 8430492,$ 8430492
21570,,$ 7610785,$ 7610785
21571,,,
21572,,$ 4994094,$ 4994094
21573,,,
21574,,,
21575,,,
21576,$ 3000000,,
21577,,,
21578,,$ 15726,$ 15726
21579,,,
21580,,,
21581,,,
21582,CAD 720000,,
21583,,$ 21538850,$ 21538850
21584,,,
21585,$ 30000000,$ 5321508,$ 5472914
21586,,,
21587,,,
21588,,,
21589,,$ 837914,$ 837914
21590,,$ 8793152,$ 8793152
21591,,,
21592,,,$ 554435
21593,,,
21594,,,
21595,GBP 1162000,$ 2181987,$ 2206121
21596,CAD 4000000,,
21597,,,
21598,,,
21599,,,
21600,$ 16000000,$ 27187653,$ 27201244
21601,,,
21602,,,
21603,,,
21604,,,
21605,,$ 1337274,$ 1337274
21606,$ 3800000,,
21607,$ 21000000,$ 8103330,$ 8103330
21608,,,
21609,,,
21610,,,
21611,,$ 34901614,$ 34901614
21612,,,
21613,,,
21614,$ 4500000,$ 81198894,$ 81198894
21615,$ 8000000,$ 6836201,$ 6836201
21616,$ 1500000,,
21617,,,
21618,$ 200000,,
21619,$ 12000000,$ 26186631,$ 26186631
21620,,$ 2075282,$ 2075282
21621,$ 7200000,$ 70261052,$ 70261906
21622,,,
21623,,,
21624,,,
21625,,,
21626,$ 6500000,$ 6045647,$ 6045647
21627,,,
21628,$ 13000000,$ 6551987,$ 6551987
21629,AUD 5500000,$ 150140,$ 150140
21630,,$ 8289916,$ 8289916
21631,$ 17000000,$ 38376497,$ 38376497
21632,,,
21633,,,
21634,$ 1500000,$ 129000,$ 129000
21635,$ 25000,,
21636,$ 8000000,$ 40874452,$ 40874452
21637,$ 28000000,$ 21435321,$ 21435321
21638,,,
21639,,,
21640,,$ 1142944,$ 1142944
21641,$ 18000000,$ 11489982,$ 11489982
21642,,,
21643,,,
21644,$ 10000000,$ 76572238,$ 86572238
21645,SEK 18000000,,
21646,,,
21647,,,
21648,,,
21649,,$ 6770587,$ 6770587
21650,$ 500000,,
21651,,,
21652,,,
21653,,,
21654,,,
21655,,,
21656,,,
21657,$ 1200000,,
21658,,$ 526805,$ 526805
21659,,,
21660,,,
21661,,,
21662,,,
21663,,,
21664,NZD 5000000,,
21665,,,
21666,,,
21667,,,
21668,,,
21669,,,
21670,,,
21671,,,
21672,,,
21673,,,
21674,,,
21675,,,
21676,$ 25000000,$ 5778353,$ 5778353
21677,,,
21678,,,
21679,,,
21680,,,
21681,$ 1065000,$ 2491460,$ 2491460
21682,,,
21683,,,
21684,$ 6500000,$ 23686027,$ 23686027
21685,,,
21686,,,
21687,,$ 108128,$ 108128
21688,,,
21689,,,
21690,$ 6000000,$ 21821347,$ 21821347
21691,CAD 1136000,,
21692,,$ 865915,$ 865915
21693,,,
21694,,,
21695,$ 8000000,$ 69821334,$ 69821334
21696,,,
21697,,,
21698,$ 17000000,$ 76471046,$ 76471046
21699,$ 22000000,$ 28744356,$ 28744356
21700,,,
21701,,$ 261033,$ 261033
21702,$ 90000,$ 2436000,$ 2436000
21703,,,
21704,,,
21705,$ 14500000,$ 8089290,$ 8089290
21706,,,
21707,$ 150000,,
21708,,,
21709,,,
21710,$ 35000000,$ 14296438,$ 14296438
21711,,,
21712,CAD 2250000,,
21713,,,
21714,$ 15000000,$ 6650206,$ 6650206
21715,,,
21716,,$ 11302884,$ 11302884
21717,,,$ 550066
21718,,,
21719,,,
21720,$ 9000000,$ 27774237,$ 27774237
21721,$ 6400000,$ 38371200,$ 78680331
21722,,,
21723,,,
21724,$ 9000000,$ 10435015,$ 10435015
21725,$ 2500000,$ 4736202,$ 4736202
21726,,,
21727,,,
21728,,$ 48143579,$ 48143579
21729,,,
21730,,,
21731,$ 9000000,$ 20458340,$ 20458340
21732,,,
21733,,,
21734,,,
21735,,,
21736,,,
21737,,,
21738,,$ 2411143,$ 2411143
21739,,$ 2556800,$ 2556800
21740,$ 27000000,$ 20158808,$ 20251411
21741,$ 12000000,$ 19928200,$ 19928200
21742,,$ 4239154,$ 4239154
21743,,$ 11708269,$ 11708269
21744,,,
21745,,,
21746,,,
21747,,,
21748,,,
21749,,,
21750,,,
21751,,,
21752,,,$ 258397
21753,,,
21754,,,
21755,,,
21756,,$ 2886225,$ 2886225
21757,$ 500000,,
21758,,,
21759,,$ 21058033,$ 21058033
21760,,,
21761,,,
21762,,$ 10530000,$ 10530000
21763,,,
21764,,$ 11020375,$ 11020375
21765,,$ 343890,$ 343890
21766,,$ 25308147,$ 25308147
21767,,,
21768,,,
21769,,,
21770,,,
21771,,,
21772,,,
21773,,,
21774,,,
21775,,,
21776,,,
21777,,,
21778,,,
21779,,,
21780,,,
21781,,,
21782,,$ 849915,$ 849915
21783,,,
21784,$ 4500000,$ 10609321,$ 10609321
21785,$ 10000000,$ 25627836,$ 25627836
21786,,,
21787,,$ 380000,$ 522087
21788,,,
21789,,,
21790,,,
21791,,,
21792,,,
21793,$ 10000000,,
21794,,$ 1420355,$ 1420355
21795,$ 1000000,$ 10499694,$ 10499694
21796,,,
21797,,,
21798,,,
21799,GBP 35000,,$ 205
21800,,,$ 242
21801,,,
21802,,,
21803,,,
21804,,,
21805,,,
21806,PYG 350000000,,
21807,,,
21808,,$ 5622787,$ 5622787
21809,,$ 1304192,$ 1304192
21810,,$ 14972297,$ 14972297
21811,$ 19000000,$ 211406762,$ 388774684
21812,,$ 2685453,$ 2685453
21813,,,
21814,,,
21815,,,
21816,,,
21817,,,
21818,,,
21819,,,
21820,,,
21821,,$ 10297601,$ 10297601
21822,,,
21823,,,
21824,,,
21825,,,
21826,,,
21827,,,
21828,,,
21829,$ 44000000,$ 21288692,$ 21288692
21830,,,
21831,,,
21832,AUD 3400000,,
21833,,,
21834,,,
21835,$ 1500000,,
21836,,,
21837,$ 15000000,$ 9929135,$ 9947816
21838,$ 1000000,$ 45875171,$ 51538286
21839,$ 2032000,,
21840,,,
21841,$ 20000000,$ 40833132,$ 45833132
21842,$ 13000000,$ 3558669,$ 3558669
21843,,,
21844,$ 27000,,
21845,AUD 8900000,,$ 2546
21846,,,
21847,,$ 345280,$ 345280
21848,,$ 8905,
21849,,,
21850,,,
21851,,,
21852,,,
21853,$ 2000000,$ 22934622,$ 22934622
21854,$ 7000000,$ 13086298,$ 13086298
21855,,,
21856,,,
21857,,$ 1381091,$ 1381091
21858,$ 20000,,
21859,GBP 1125000,,
21860,$ 27000000,$ 14202899,$ 14202899
21861,,,
21862,,,
21863,,,
21864,$ 15000000,$ 14643997,$ 14643997
21865,,,
21866,$ 17500000,$ 76113124,$ 85313124
21867,,$ 561548,$ 561548
21868,$ 7000000,$ 20345361,$ 20345361
21869,,,
21870,$ 15000000,$ 98467863,$ 98467863
21871,,,
21872,$ 10000000,$ 35100000,$ 57491000
21873,,$ 12531831,$ 12531831
21874,,,
21875,,,
21876,,,
21877,,$ 5349607,$ 5349607
21878,$ 750000,,
21879,,,
21880,$ 3000000,$ 5101,$ 5101
21881,,,
21882,,$ 7840873,$ 7840873
21883,,,
21884,,,
21885,,,
21886,,$ 2174622,$ 2174622
21887,,,
21888,$ 3500000,$ 5000000,$ 5000000
21889,,,
21890,,,
21891,$ 9000000,$ 16116878,$ 16116878
21892,,$ 750000,$ 750000
21893,,,
21894,$ 1800000,,
21895,$ 1250000,$ 2492088,$ 2492088
21896,,,
21897,$ 4500000,$ 27398584,$ 27398584
21898,,$ 22123,
21899,,,
21900,,,
21901,,$ 147070,$ 147070
21902,,,
21903,,,
21904,,,
21905,,,
21906,,,
21907,GBP 4000000,$ 1215923,$ 1215923
21908,,,
21909,,,
21910,,,
21911,,,
21912,,,
21913,,,
21914,,,
21915,,,
21916,,,
21917,,,
21918,,$ 305102,$ 305102
21919,,,
21920,,,
21921,CAD 450000,,
21922,,$ 24468550,$ 24468550
21923,,,
21924,$ 40000000,$ 12303411,$ 12303411
21925,,,
21926,,$ 1414828,
21927,,,$ 596550
21928,$ 190000,,
21929,$ 25000000,$ 9873044,$ 9873044
21930,,,
21931,$ 10000000,$ 20603715,$ 20603715
21932,AUD 1260000,,
21933,,,
21934,,,
21935,,$ 2791350,$ 2791350
21936,,,
21937,,,
21938,$ 7000000,$ 618847,$ 618847
21939,$ 6500000,,
21940,,,
21941,$ 8000000,$ 50612888,$ 59612888
21942,,$ 836156,$ 836156
21943,,,
21944,,,
21945,,,
21946,,,
21947,,$ 3333306,$ 3333306
21948,,,
21949,$ 2200000,$ 21930418,$ 21930418
21950,$ 9000000,$ 24922237,$ 24922237
21951,,,
21952,$ 250000,,
21953,,,
21954,,,
21955,$ 1000000,,
21956,,,
21957,,,
21958,,,
21959,,$ 6326051,$ 6326051
21960,,,
21961,,,
21962,$ 19000000,$ 63192596,$ 63849520
21963,,$ 267249,$ 267249
21964,,$ 10806919,$ 10806919
21965,,,
21966,,,
21967,,,
21968,,,
21969,,$ 5730596,$ 5730596
21970,,,
21971,,,
21972,,,
21973,,,
21974,,$ 6070794,$ 6070794
21975,,$ 3852271,$ 3852271
21976,,,
21977,,,
21978,,,
21979,,,
21980,,$ 6565359,$ 6565359
21981,$ 700000,,
21982,,,
21983,,$ 29426,$ 69832
21984,$ 15000,,
21985,,$ 393825,$ 393825
21986,CAD 8000000,,
21987,,,
21988,,,
21989,,,
21990,,,
21991,,,
21992,,,
21993,,$ 2732684,$ 2732684
21994,,,
21995,,,
21996,,,
21997,,$ 624643,
21998,,,
21999,,,
22000,,,
22001,,,
22002,,,
22003,,,
22004,,$ 374530,
22005,,,
22006,$ 8000000,$ 7562164,$ 7562164
22007,$ 10000000,$ 17536256,$ 17536256
22008,,,
22009,$ 15000000,$ 40491165,$ 40491165
22010,,,
22011,,,
22012,,$ 377551,
22013,,$ 376686,
22014,,,
22015,$ 25000000,$ 75973200,$ 96773200
22016,,,
22017,,$ 113164,$ 113164
22018,ITL 16000000000,,
22019,,,
22020,,,
22021,CAD 10940000,$ 542420,$ 542420
22022,,$ 9708373,$ 9708373
22023,$ 350000,,
22024,,$ 11528900,$ 11528900
22025,,,
22026,,,
22027,,,
22028,,,
22029,$ 12500000,$ 15057465,$ 15057465
22030,,$ 17005229,$ 17009654
22031,,,
22032,CHF 15000000,,
22033,,,
22034,$ 3000000,$ 11052713,$ 11052713
22035,$ 20000000,$ 18432000,$ 18432000
22036,$ 10000000,$ 25754284,$ 25754284
22037,,,
22038,$ 24500000,$ 15502112,$ 15502112
22039,,$ 3099497,$ 3099497
22040,,,
22041,,,
22042,GBP 400000,,
22043,,,
22044,$ 25000000,$ 11603545,$ 11603545
22045,,,
22046,,,
22047,,,
22048,CAD 1000000,,
22049,,,
22050,,,
22051,$ 3000000,$ 727639,$ 727639
22052,,$ 427298,
22053,$ 10000000,$ 36230219,$ 36230219
22054,$ 25000,$ 25386,$ 62743
22055,,,
22056,$ 500000,,
22057,,,
22058,$ 16000000,$ 8645411,$ 8645411
22059,,,
22060,,,
22061,,,
22062,,$ 2507995,$ 2507995
22063,,,
22064,$ 8000000,$ 48230162,$ 48230162
22065,,,
22066,,,
22067,,,
22068,,,
22069,,,
22070,,$ 2564278,$ 2564278
22071,$ 7000000,$ 4349446,$ 4349446
22072,,,
22073,,,$ 4001
22074,,,
22075,,,
22076,,,
22077,,,
22078,,,
22079,,$ 8692426,$ 8692426
22080,$ 5000000,$ 437547,$ 569996
22081,,$ 8345266,$ 8349284
22082,,,
22083,,,
22084,,,
22085,,$ 441137,$ 441137
22086,,$ 372438,$ 372438
22087,,$ 10627754,$ 10627754
22088,,,
22089,GBP 486000,,
22090,,,
22091,$ 13000000,$ 30867525,$ 30867525
22092,,,
22093,CAD 1300000,,
22094,,$ 92920,
22095,,$ 4122748,$ 4122748
22096,,,
22097,,,
22098,$ 17000000,$ 49364621,$ 49364621
22099,,,
22100,,,
22101,,,
22102,,$ 199108,$ 199108
22103,,,
22104,$ 3000000,$ 29999213,$ 29999213
22105,,,
22106,,,
22107,,,
22108,,,
22109,,,
22110,,$ 4662137,$ 4662137
22111,,,
22112,,,
22113,,,
22114,,,
22115,$ 7000000,$ 29815,$ 29815
22116,,$ 2357,$ 2357
22117,,,
22118,,,
22119,,,
22120,,,
22121,$ 3200000,$ 10000000,$ 10000000
22122,,$ 13677222,$ 13677222
22123,,,
22124,,,
22125,,,
22126,,,
22127,,,
22128,,$ 16131,$ 34751
22129,,,
22130,,,
22131,$ 31000000,$ 87071205,$ 227542205
22132,,,
22133,,,
22134,,,
22135,,,
22136,$ 6900000,$ 41410568,$ 41410568
22137,,,
22138,,,
22139,,,
22140,,,
22141,$ 6000000,$ 40940662,$ 40940662
22142,,,
22143,,,
22144,$ 19000000,$ 12918858,$ 12918858
22145,,,
22146,,,
22147,,,
22148,,,
22149,,,
22150,,,
22151,$ 10000000,$ 6148000,$ 6148000
22152,,,
22153,FRF 25000000,,
22154,$ 7600000,$ 55600000,$ 55600000
22155,$ 3000,,
22156,$ 9000000,$ 20518905,$ 20518905
22157,,,
22158,,,
22159,$ 4000000,,
22160,,$ 2527088,$ 2527088
22161,,$ 26657534,$ 26657534
22162,,,
22163,$ 5000000,$ 981817,$ 981817
22164,,,
22165,$ 15000000,$ 10631333,$ 10631333
22166,,,
22167,,,
22168,,,
22169,,$ 12897,$ 35336
22170,,,
22171,$ 1000000,$ 2123135,$ 2123135
22172,,$ 4889971,$ 4889971
22173,$ 44000000,$ 150415432,$ 300400432
22174,$ 11500000,$ 4135750,$ 4163377
22175,$ 2000000,$ 2864844,$ 2864844
22176,$ 900000,$ 2023414,$ 2023414
22177,$ 8000000,$ 12952019,$ 12952019
22178,,,
22179,,,
22180,$ 17900000,$ 6948633,$ 6951415
22181,,,
22182,,$ 14393902,$ 14393902
22183,,,$ 1059334
22184,,,
22185,$ 4000000,$ 14237880,$ 14237880
22186,$ 25000000,$ 11137801,$ 11137801
22187,,,
22188,,,
22189,$ 32000,,
22190,$ 28000000,$ 358574,$ 358574
22191,,,
22192,AUD 7300000,,
22193,$ 30000000,$ 127873716,$ 300473716
22194,,,
22195,$ 70000,,
22196,,,
22197,FIM 300000,,
22198,$ 9000000,$ 7683620,$ 7683620
22199,,,
22200,,,
22201,,,
22202,,,
22203,,,
22204,,,
22205,$ 50000000,$ 23717291,$ 23717291
22206,,,
22207,,,
22208,,,
22209,,,
22210,,,
22211,,$ 8622757,$ 8622757
22212,$ 2000000,$ 7660857,$ 7660857
22213,,,
22214,,$ 13961370,$ 13961370
22215,,$ 31430,
22216,,$ 65817,$ 65817
22217,,,
22218,,,
22219,,,
22220,$ 7000000,$ 12361866,$ 12361866
22221,$ 26000000,$ 32192570,$ 32192570
22222,,$ 1878561,$ 1878561
22223,$ 2400000,$ 16785,$ 16785
22224,SEK 8300000,,
22225,,,
22226,,,
22227,,,
22228,,,
22229,,$ 7689,$ 7689
22230,,,
22231,$ 22000000,$ 60088980,$ 60088980
22232,,$ 17785,$ 17785
22233,,,
22234,$ 10000000,$ 37803872,$ 37803872
22235,,,
22236,$ 15000000,$ 3360800,$ 3360800
22237,,,
22238,,,
22239,$ 3000000,,
22240,$ 22000000,$ 8489518,$ 8489518
22241,,,
22242,,,
22243,$ 200000,,
22244,$ 1700000,,
22245,FRF 17000000,$ 390659,$ 390659
22246,,$ 603000,
22247,,$ 24689703,$ 24689703
22248,,,
22249,,,
22250,$ 4500000,$ 18135531,$ 18135531
22251,,,
22252,,,
22253,,$ 9085049,$ 9085049
22254,,$ 385687,$ 385687
22255,,,
22256,,,
22257,,,
22258,,,
22259,,,
22260,,,
22261,$ 13000000,$ 9023199,$ 9023199
22262,,,
22263,,$ 33086611,$ 33086611
22264,,,
22265,$ 3900000,,
22266,,,
22267,,,
22268,,$ 8630068,$ 8630068
22269,,,
22270,,,
22271,,$ 145975,
22272,,,
22273,,$ 18216,
22274,,,
22275,,,
22276,$ 6000000,$ 17307019,$ 17307019
22277,,,
22278,$ 185000,,
22279,,$ 14100000,$ 14100000
22280,,,
22281,$ 1900000,,
22282,$ 475000,,
22283,$ 400000,,
22284,,,
22285,$ 3000000,$ 7196872,$ 7196872
22286,,,
22287,,,
22288,,,
22289,,,
22290,,,
22291,,$ 7491903,$ 7491903
22292,,$ 2052466,$ 2052466
22293,,$ 19632,$ 19632
22294,,$ 9369329,$ 9369329
22295,FIM 14000000,,
22296,,$ 3594997,$ 3594997
22297,,$ 2156772,$ 2156772
22298,,,
22299,$ 8000000,$ 8402424,$ 8402424
22300,,,
22301,,,
22302,,,
22303,,$ 179112,
22304,,,
22305,,,
22306,,,
22307,,,
22308,,,
22309,,,
22310,,,
22311,,,
22312,,,
22313,$ 80000,,
22314,,,
22315,,,
22316,,,
22317,$ 30000000,$ 50327960,$ 50327960
22318,,,
22319,,$ 12993175,$ 12993175
22320,,,
22321,,$ 19875740,$ 19875740
22322,,,
22323,,,
22324,,,
22325,,,
22326,,$ 1918117,$ 1918117
22327,,,
22328,,,
22329,,$ 1256862,$ 1256862
22330,,,
22331,$ 7500000,$ 23834048,$ 38934048
22332,,,
22333,,$ 1299985,$ 1299985
22334,,,
22335,,$ 5274,$ 5274
22336,,$ 42160849,$ 42160849
22337,,,
22338,,$ 69342,$ 69342
22339,,,
22340,,,
22341,$ 2000000,$ 7369373,$ 7369373
22342,$ 12000000,$ 68706993,$ 68706993
22343,,,
22344,,,
22345,,,
22346,,,
22347,,,
22348,,,
22349,$ 24000000,$ 18707466,$ 18707466
22350,,,
22351,,,
22352,,,
22353,$ 18000000,$ 19739575,$ 19739575
22354,,,
22355,,,
22356,,,
22357,,,
22358,,,
22359,$ 50000000,,
22360,,,
22361,,,
22362,,,
22363,,,
22364,,,
22365,,,
22366,,,
22367,$ 8800000,$ 174803506,$ 328203506
22368,,$ 441863,$ 441863
22369,,$ 3272593,$ 3272593
22370,,,
22371,,$ 2016851,$ 2016851
22372,,,
22373,,$ 22039,$ 22039
22374,,,
22375,,$ 5186646,$ 5186646
22376,$ 18000000,$ 1305114,$ 1305114
22377,,$ 1083486,$ 1083486
22378,,,
22379,,$ 512403,$ 512403
22380,,,
22381,,,
22382,,,
22383,,,
22384,$ 8500000,$ 38702310,$ 38702310
22385,,$ 930211,$ 930211
22386,,,
22387,$ 18500000,$ 85160248,$ 131384634
22388,,,
22389,,,
22390,,,
22391,,,
22392,,,
22393,$ 2000000,,
22394,,$ 4845724,$ 4845724
22395,,$ 47483002,$ 84557295
22396,,,
22397,,,
22398,,,
22399,,,
22400,,$ 228789,
22401,,,
22402,,,
22403,$ 5000000,$ 12947763,$ 12947763
22404,,,
22405,$ 1500000,,
22406,$ 12000000,$ 15945534,$ 15945534
22407,,,
22408,,,
22409,$ 6500000,$ 2347000,$ 2347000
22410,,,
22411,,,
22412,$ 60000,,
22413,$ 4000000,$ 4679650,$ 4679650
22414,,,
22415,,,
22416,$ 11000000,$ 91258000,$ 91258000
22417,,,
22418,,,
22419,,,
22420,$ 8700000,$ 4865912,$ 4865912
22421,,,
22422,,$ 1142243,$ 1142243
22423,$ 12000000,$ 7790931,$ 7817314
22424,,,
22425,,,
22426,$ 25000000,$ 11100000,$ 11100374
22427,,$ 112132,
22428,,,
22429,,$ 6637565,$ 6637565
22430,$ 10500000,$ 25205460,$ 25205460
22431,,,
22432,,,
22433,$ 200000,,
22434,$ 10000000,$ 6947787,$ 6947787
22435,$ 6000000,$ 8551228,$ 8617408
22436,,,
22437,,,
22438,,,
22439,,,
22440,,$ 7177431,$ 7177431
22441,CAD 7716000,$ 275000,$ 275000
22442,$ 5000000,,
22443,,,
22444,,,
22445,,,
22446,$ 18000000,$ 11957943,$ 11957943
22447,,,
22448,CAD 1800000,$ 2995527,$ 2995527
22449,,,
22450,,,
22451,,,
22452,GBP 450000,$ 3774,$ 5478
22453,,$ 8540346,$ 8540346
22454,,,
22455,,,
22456,,,
22457,,,
22458,,,
22459,,,
22460,$ 10500000,$ 31853080,$ 31853080
22461,,,
22462,$ 7000000,,
22463,$ 800000,,
22464,$ 3500000,,
22465,,,
22466,$ 15000000,$ 1953732,$ 1953732
22467,$ 400000,,
22468,,$ 1476356,$ 1476356
22469,$ 15000000,$ 12308521,$ 12308521
22470,$ 25000000,$ 49042224,$ 49042224
22471,,,
22472,$ 13800000,$ 52293982,$ 52293982
22473,$ 40000,,
22474,,,
22475,,,
22476,,,
22477,,,
22478,,,
22479,$ 20000000,$ 22905522,$ 22905522
22480,$ 2000000,$ 13167232,$ 13167232
22481,,$ 5839031,$ 5839031
22482,,,
22483,,,
22484,,,
22485,,,
22486,,$ 2390525,$ 2390525
22487,,,
22488,AUD 2300000,,
22489,,$ 8988731,$ 8988731
22490,,,
22491,$ 12000000,$ 17768900,$ 17768900
22492,,$ 384276,
22493,,,
22494,$ 1500000,,
22495,,,
22496,,,
22497,,,
22498,,$ 416393,$ 416393
22499,,,
22500,,$ 546904,$ 546904
22501,,,
22502,,,
22503,,,
22504,,,
22505,,,
22506,,,
22507,,,$ 2049
22508,$ 14000000,$ 62134225,$ 62134225
22509,$ 1100000,$ 1435668,$ 1504286
22510,,,
22511,,,
22512,,$ 502237,$ 502237
22513,,,
22514,,,
22515,CAD 1800000,$ 1902706,$ 1915792
22516,,,
22517,,,
22518,,$ 217477,
22519,,$ 701892,
22520,,,
22521,,,
22522,,$ 4601256,$ 4601256
22523,,,
22524,,,
22525,,,
22526,,$ 278623,$ 278623
22527,,,
22528,,$ 13418091,$ 13418091
22529,,,
22530,,,
22531,$ 3000000,,
22532,,,
22533,,,
22534,,,
22535,$ 6000000,$ 70136369,$ 70712677
22536,,,
22537,,,
22538,,,
22539,,$ 6029824,$ 6029824
