,avg_vote,votes,metascore,reviews_from_users,reviews_from_critics
815,6.3,511,,22.0,6.0
816,5.6,135,,8.0,1.0
817,5.9,559,,18.0,5.0
818,5.8,143,,6.0,1.0
819,5.9,522,,22.0,13.0
820,6.6,501,,8.0,13.0
821,6.4,170,,7.0,2.0
822,6.6,261,,4.0,2.0
823,6.6,1232,,14.0,4.0
824,6.1,105,,6.0,1.0
825,5.8,197,,7.0,10.0
826,5.1,475,,23.0,3.0
827,5.3,198,,18.0,3.0
828,6.0,315,,15.0,5.0
829,6.9,112,,3.0,5.0
830,6.8,661,,13.0,10.0
831,6.4,474,,4.0,12.0
832,7.2,882,,17.0,8.0
833,6.0,669,,26.0,13.0
834,6.6,487,,13.0,11.0
835,7.2,359,,15.0,11.0
836,6.6,578,,13.0,6.0
837,6.4,408,,11.0,10.0
838,7.2,216,,5.0,3.0
839,6.3,263,,11.0,6.0
840,5.7,1308,,47.0,21.0
841,8.0,56356,91.0,240.0,102.0
842,7.5,13341,77.0,99.0,49.0
843,6.6,2760,,39.0,27.0
844,6.9,775,,16.0,3.0
845,7.2,382,,11.0,6.0
846,5.1,106,,11.0,2.0
847,6.4,828,,35.0,28.0
848,5.8,161,,10.0,3.0
849,5.4,175,,9.0,1.0
850,6.2,280,,12.0,7.0
851,7.1,1849,,29.0,24.0
852,5.9,209,,11.0,7.0
853,7.2,3312,,63.0,43.0
854,6.0,347,,12.0,6.0
855,6.1,600,,22.0,12.0
856,7.7,13311,88.0,104.0,101.0
857,6.2,410,,11.0,12.0
858,5.4,322,,8.0,3.0
859,5.6,242,,15.0,8.0
860,5.6,117,,10.0,2.0
861,4.7,122,,8.0,3.0
862,6.2,112,,3.0,3.0
863,5.7,339,,22.0,5.0
864,5.7,117,,12.0,1.0
865,7.8,2842,,36.0,31.0
866,5.4,104,,6.0,2.0
867,7.6,989,,19.0,16.0
868,6.1,210,,11.0,7.0
869,6.2,465,,25.0,6.0
870,7.0,189,,2.0,12.0
871,7.2,1602,,20.0,22.0
872,6.5,523,,10.0,4.0
873,6.0,146,,8.0,5.0
874,6.8,2705,,50.0,33.0
875,5.3,325,,25.0,11.0
876,6.5,947,,30.0,14.0
877,5.8,392,,13.0,6.0
878,6.6,734,,9.0,3.0
879,5.3,341,,13.0,4.0
880,5.9,101,,6.0,1.0
881,5.2,151,,11.0,2.0
882,6.2,131,,6.0,4.0
883,6.9,439,,1.0,
884,6.7,947,,21.0,9.0
885,6.5,159,,7.0,3.0
886,6.1,1249,,9.0,9.0
887,6.5,200,,10.0,7.0
888,6.5,327,,15.0,6.0
889,6.1,191,,12.0,2.0
890,5.6,814,,30.0,11.0
891,5.3,805,,15.0,4.0
892,6.0,157,,7.0,2.0
893,4.4,122,,11.0,6.0
894,5.5,323,,6.0,2.0
895,5.4,347,,11.0,7.0
896,6.1,303,,15.0,12.0
897,5.5,121,,9.0,2.0
898,5.5,146,,9.0,5.0
899,7.4,4748,,65.0,41.0
900,6.5,229,,14.0,5.0
901,6.4,480,,5.0,15.0
902,6.4,352,,10.0,4.0
903,6.1,299,,19.0,10.0
904,5.4,113,,4.0,
905,6.7,229,,14.0,7.0
906,5.4,630,,40.0,19.0
907,6.7,1039,,38.0,28.0
908,6.7,1038,,29.0,19.0
909,6.0,151,,11.0,1.0
910,6.6,145,,9.0,3.0
911,5.3,129,,7.0,3.0
912,6.5,279,,11.0,11.0
913,6.4,416,,16.0,5.0
914,5.5,114,,9.0,3.0
915,5.6,128,,7.0,3.0
916,4.6,132,,2.0,2.0
917,6.8,399,,17.0,19.0
918,7.3,11746,,102.0,71.0
919,6.1,371,,17.0,4.0
920,5.3,124,,13.0,4.0
921,5.6,227,,16.0,6.0
922,5.3,142,,10.0,4.0
923,5.5,162,,7.0,4.0
924,6.2,112,,5.0,2.0
925,6.5,838,,43.0,19.0
926,5.7,164,,11.0,4.0
927,6.2,191,,7.0,1.0
928,6.1,654,,10.0,2.0
929,5.7,153,,5.0,4.0
930,5.1,233,,16.0,4.0
931,5.0,196,,9.0,1.0
932,5.8,218,,7.0,4.0
933,6.8,1547,,20.0,12.0
934,5.7,398,,25.0,7.0
935,4.7,422,,18.0,8.0
936,6.8,1109,,30.0,20.0
937,7.1,5443,,61.0,44.0
938,6.4,5651,,72.0,42.0
939,6.1,138,,15.0,3.0
940,6.1,990,,13.0,6.0
941,5.3,241,,19.0,7.0
942,6.2,386,,12.0,11.0
943,5.8,117,,6.0,7.0
944,5.8,378,,10.0,3.0
945,6.1,588,,28.0,8.0
946,6.0,138,,8.0,6.0
947,6.7,454,,19.0,7.0
948,6.2,606,,27.0,8.0
949,5.9,249,,14.0,6.0
950,5.3,195,,14.0,1.0
951,6.1,239,,10.0,4.0
952,7.2,157,,2.0,3.0
953,6.1,180,,10.0,3.0
954,7.1,188,,1.0,2.0
955,6.9,515,,19.0,10.0
956,5.7,115,,8.0,4.0
957,5.0,103,,9.0,
958,6.5,762,,22.0,10.0
959,5.7,342,,10.0,6.0
960,6.4,381,,5.0,5.0
961,5.6,340,,19.0,6.0
962,5.6,486,,9.0,3.0
963,5.8,592,,9.0,4.0
964,5.0,217,,3.0,5.0
965,6.7,154,,4.0,8.0
966,5.5,108,,4.0,1.0
967,5.7,157,,7.0,2.0
968,5.9,116,,6.0,2.0
969,7.8,1135,,10.0,7.0
970,5.9,680,,14.0,6.0
971,6.3,293,,8.0,5.0
972,5.2,208,,10.0,2.0
973,7.4,5834,,34.0,47.0
974,5.6,202,,7.0,3.0
975,5.5,181,,11.0,5.0
976,5.1,101,,11.0,2.0
977,6.4,238,,13.0,10.0
978,5.9,409,,15.0,9.0
979,5.5,245,,20.0,2.0
980,6.2,475,,14.0,6.0
981,6.3,534,,18.0,8.0
982,6.2,182,,7.0,4.0
983,6.2,142,,6.0,1.0
984,6.0,146,,13.0,2.0
985,5.3,142,,9.0,
986,7.0,656,,6.0,12.0
987,6.0,334,,21.0,3.0
988,7.1,1971,,15.0,23.0
989,5.5,239,,17.0,
990,6.8,197,,7.0,4.0
991,5.3,113,,11.0,5.0
992,5.1,114,,9.0,5.0
993,6.6,117,,6.0,5.0
994,5.5,212,,13.0,4.0
995,5.9,128,,9.0,5.0
996,6.4,160,,6.0,3.0
997,7.1,106,,1.0,2.0
998,6.1,172,,11.0,1.0
999,6.7,103,,7.0,3.0
1000,5.7,254,,13.0,3.0
1001,6.8,1056,,36.0,9.0
1002,6.0,1036,,31.0,9.0
1003,5.7,113,,10.0,2.0
1004,5.5,117,,5.0,2.0
1005,6.1,233,,9.0,4.0
1006,5.6,688,,8.0,3.0
1007,5.7,548,,8.0,2.0
1008,7.4,1610,,23.0,37.0
1009,6.3,941,,25.0,9.0
1010,6.0,151,,8.0,3.0
1011,6.5,349,,15.0,5.0
1012,6.1,146,,10.0,2.0
1013,7.3,4949,,42.0,40.0
1014,7.3,12551,,57.0,72.0
1015,6.0,269,,11.0,6.0
1016,6.3,106,,,1.0
1017,6.0,223,,7.0,4.0
1018,4.6,116,,5.0,3.0
1019,6.2,120,,4.0,3.0
1020,6.5,644,,27.0,8.0
1021,5.8,186,,10.0,3.0
1022,6.2,1493,,36.0,25.0
1023,6.2,342,,20.0,4.0
1024,6.5,1041,,12.0,4.0
1025,6.5,1081,,21.0,15.0
1026,6.3,988,,23.0,11.0
1027,6.9,474,,19.0,9.0
1028,6.1,372,,19.0,3.0
1029,6.8,103,,,1.0
1030,6.7,591,,10.0,7.0
1031,5.9,240,,12.0,5.0
1032,5.7,107,,6.0,2.0
1033,6.8,1301,,42.0,13.0
1034,7.1,1561,,34.0,16.0
1035,5.9,111,,2.0,2.0
1036,5.8,222,,10.0,1.0
1037,6.6,100,,1.0,3.0
1038,5.9,251,,13.0,10.0
1039,6.4,136,,3.0,
1040,6.6,187,,12.0,11.0
1041,7.3,2741,,31.0,26.0
1042,6.4,154,,5.0,5.0
1043,6.7,474,,7.0,6.0
1044,6.4,442,,14.0,12.0
1045,7.6,3628,,19.0,39.0
1046,4.4,109,,8.0,2.0
1047,5.9,5304,70.0,75.0,40.0
1048,8.5,162668,99.0,295.0,122.0
1049,7.1,1330,,62.0,16.0
1050,6.9,171,,3.0,3.0
1051,6.0,219,,10.0,2.0
1052,6.5,280,,8.0,4.0
1053,6.1,416,,15.0,3.0
1054,5.8,174,,15.0,6.0
1055,6.4,225,,13.0,7.0
1056,7.0,895,,24.0,16.0
1057,5.6,149,,9.0,4.0
1058,5.9,100,,1.0,1.0
1059,6.2,805,,31.0,12.0
1060,6.2,843,,10.0,3.0
1061,6.1,366,,19.0,8.0
1062,6.2,119,,10.0,6.0
1063,5.9,188,,8.0,5.0
1064,6.2,174,,9.0,
1065,6.3,542,,24.0,13.0
1066,6.2,126,,5.0,2.0
1067,7.5,45054,,556.0,163.0
1068,7.2,3901,,72.0,37.0
1069,7.3,1939,,27.0,32.0
1070,5.7,216,,13.0,7.0
1071,6.1,444,,21.0,6.0
1072,6.0,136,,6.0,4.0
1073,5.7,169,,13.0,1.0
1074,6.0,149,,9.0,4.0
1075,7.2,548,,7.0,8.0
1076,6.0,131,,7.0,5.0
1077,5.6,188,,10.0,3.0
1078,6.4,111,,5.0,
1079,5.2,112,,6.0,9.0
1080,5.7,520,,19.0,6.0
1081,6.1,221,,4.0,7.0
1082,5.9,396,,22.0,6.0
1083,7.3,1758,,51.0,29.0
1084,6.3,1263,,16.0,6.0
1085,5.8,206,,13.0,4.0
1086,7.8,63315,91.0,569.0,125.0
1087,6.7,2225,,51.0,23.0
1088,5.4,298,,16.0,4.0
1089,6.7,2348,76.0,39.0,35.0
1090,5.5,128,,2.0,3.0
1091,5.1,129,,5.0,3.0
1092,6.4,731,,18.0,7.0
1093,7.0,545,,15.0,10.0
1094,5.3,316,,12.0,6.0
1095,5.9,162,,4.0,3.0
1096,5.7,154,,10.0,3.0
1097,6.2,118,,9.0,3.0
1098,6.5,456,,15.0,3.0
1099,6.7,237,,18.0,6.0
1100,6.9,648,,30.0,7.0
1101,5.9,168,,9.0,4.0
1102,5.9,129,,7.0,1.0
1103,5.5,195,,15.0,4.0
1104,6.7,171,,6.0,3.0
1105,5.8,143,,5.0,3.0
1106,6.9,159,,7.0,7.0
1107,7.8,1404,,4.0,1.0
1108,5.4,212,,9.0,9.0
1109,6.1,148,,12.0,4.0
1110,6.1,832,,21.0,8.0
1111,6.2,1336,,23.0,2.0
1112,6.3,464,,16.0,4.0
1113,6.1,213,,13.0,6.0
1114,7.5,1213,,15.0,28.0
1115,5.9,425,,21.0,6.0
1116,5.0,296,,11.0,2.0
1117,5.5,134,,4.0,2.0
1118,7.0,461,,7.0,6.0
1119,6.0,107,,8.0,4.0
1120,6.0,130,,5.0,5.0
1121,6.0,258,,10.0,6.0
1122,6.4,348,,2.0,8.0
1123,6.8,1212,,26.0,7.0
1124,5.6,202,,9.0,4.0
1125,5.4,576,,30.0,9.0
1126,7.2,3148,,34.0,26.0
1127,7.3,1804,,11.0,13.0
1128,6.2,183,,8.0,5.0
1129,6.3,343,,15.0,4.0
1130,8.3,139271,,359.0,155.0
1131,6.4,554,,24.0,13.0
1132,6.5,163,,3.0,8.0
1133,6.9,2692,,42.0,23.0
1134,6.9,271,,8.0,6.0
1135,6.1,682,,19.0,10.0
1136,5.0,134,,9.0,2.0
1137,6.5,163,,3.0,1.0
1138,7.9,1938,,13.0,26.0
1139,5.7,234,,10.0,9.0
1140,5.7,144,,7.0,2.0
1141,6.3,119,,12.0,2.0
1142,6.3,554,,22.0,9.0
1143,7.4,3140,,25.0,23.0
1144,7.0,430,,15.0,5.0
1145,7.2,1808,,37.0,20.0
1146,7.5,11207,,77.0,31.0
1147,5.4,322,,24.0,5.0
1148,6.2,251,,15.0,13.0
1149,5.6,159,,5.0,4.0
1150,6.5,139,,9.0,4.0
1151,5.6,206,,10.0,1.0
1152,7.6,2432,,33.0,34.0
1153,7.3,162,,4.0,3.0
1154,5.7,361,,21.0,3.0
1155,5.6,157,,7.0,2.0
1156,5.3,412,,2.0,1.0
1157,6.7,105,,3.0,3.0
1158,7.1,3212,,49.0,36.0
1159,6.8,104,,3.0,3.0
1160,7.1,183,,6.0,1.0
1161,6.1,330,,5.0,1.0
1162,6.7,165,,2.0,1.0
1163,6.5,1091,,32.0,13.0
1164,5.1,596,,23.0,7.0
1165,6.8,473,,13.0,2.0
1166,7.0,2143,,32.0,10.0
1167,6.1,754,,28.0,10.0
1168,6.7,209,,9.0,7.0
1169,5.9,126,,8.0,2.0
1170,6.5,1264,,20.0,6.0
1171,4.4,273,,15.0,11.0
1172,6.9,2719,,60.0,27.0
1173,6.4,235,,9.0,5.0
1174,6.7,157,,6.0,
1175,6.9,1643,,34.0,12.0
1176,6.8,1049,,32.0,11.0
1177,6.5,191,,6.0,11.0
1178,7.7,17299,,129.0,66.0
1179,7.1,350,,5.0,3.0
1180,6.4,171,,9.0,1.0
1181,5.9,317,,17.0,6.0
1182,5.7,123,,6.0,1.0
1183,6.2,189,,9.0,4.0
1184,6.4,239,,8.0,3.0
1185,5.9,255,,13.0,7.0
1186,4.6,146,,14.0,2.0
1187,6.5,234,,8.0,6.0
1188,5.9,150,,9.0,1.0
1189,5.9,228,,9.0,4.0
1190,7.0,1175,,43.0,18.0
1191,7.0,191,,3.0,1.0
1192,5.8,280,,9.0,7.0
1193,6.3,740,,28.0,16.0
1194,7.0,412,,2.0,1.0
1195,6.0,316,,15.0,7.0
1196,5.1,109,,7.0,3.0
1197,5.7,420,,14.0,7.0
1198,6.7,787,,24.0,8.0
1199,5.0,136,,4.0,3.0
1200,5.8,2809,,42.0,26.0
1201,6.3,670,,8.0,14.0
1202,6.8,1722,,30.0,21.0
1203,6.5,344,,15.0,7.0
1204,4.4,114,,6.0,1.0
1205,6.0,165,,9.0,1.0
1206,5.5,216,,21.0,8.0
1207,6.1,295,,15.0,6.0
1208,6.4,344,,10.0,3.0
1209,6.3,551,,22.0,6.0
1210,5.5,135,,8.0,1.0
1211,6.6,102,,7.0,2.0
1212,6.0,411,,16.0,4.0
1213,7.6,1527,,34.0,17.0
1214,6.0,175,,10.0,3.0
1215,6.2,280,,16.0,12.0
1216,6.2,198,,4.0,4.0
1217,6.4,1074,,28.0,9.0
1218,6.8,1741,,47.0,28.0
1219,7.5,4879,,25.0,51.0
1220,6.1,155,,6.0,6.0
1221,6.6,654,,23.0,13.0
1222,5.4,407,,10.0,5.0
1223,5.7,116,,6.0,1.0
1224,5.7,222,,8.0,3.0
1225,7.2,1220,,13.0,20.0
1226,6.5,1330,,11.0,5.0
1227,6.2,868,,29.0,14.0
1228,6.6,162,,9.0,4.0
1229,5.8,248,,8.0,4.0
1230,6.7,360,,15.0,8.0
1231,6.0,216,,14.0,3.0
1232,6.2,105,,3.0,1.0
1233,6.0,140,,7.0,3.0
1234,7.5,2406,,51.0,24.0
1235,6.1,638,,11.0,2.0
1236,6.2,120,,7.0,3.0
1237,6.3,157,,7.0,7.0
1238,7.5,4004,,38.0,46.0
1239,6.7,263,,11.0,2.0
1240,6.0,291,,12.0,4.0
1241,6.4,378,,10.0,4.0
1242,6.0,240,,6.0,4.0
1243,7.4,1782,,35.0,21.0
1244,6.4,964,,31.0,4.0
1245,6.2,460,,11.0,3.0
1246,6.9,946,,14.0,8.0
1247,6.4,572,,21.0,4.0
1248,6.3,131,,8.0,4.0
1249,6.9,544,,13.0,8.0
1250,6.8,1070,,29.0,10.0
1251,6.2,222,,13.0,19.0
1252,6.9,188,,11.0,5.0
1253,6.1,533,,11.0,9.0
1254,5.8,465,,12.0,5.0
1255,5.6,228,,7.0,
1256,6.5,1454,,37.0,14.0
1257,6.1,1068,,31.0,27.0
1258,6.8,1117,,16.0,7.0
1259,6.9,473,,16.0,12.0
1260,7.1,4255,,54.0,40.0
1261,5.7,200,,5.0,
1262,6.5,1114,,17.0,4.0
1263,7.4,5046,,31.0,52.0
1264,7.6,838,,16.0,13.0
1265,5.6,224,,19.0,3.0
1266,6.7,117,,11.0,2.0
1267,6.8,1438,,22.0,12.0
1268,7.0,677,,28.0,13.0
1269,5.5,277,,11.0,2.0
1270,6.1,332,,16.0,1.0
1271,6.3,869,,24.0,30.0
1272,6.1,411,,2.0,5.0
1273,6.9,888,,20.0,7.0
1274,6.3,237,,7.0,6.0
1275,6.0,274,,18.0,3.0
1276,7.7,1189,,17.0,19.0
1277,5.4,272,,18.0,8.0
1278,5.9,147,,13.0,7.0
1279,6.2,1028,,24.0,14.0
1280,6.5,557,,13.0,5.0
1281,6.1,106,,8.0,2.0
1282,7.0,1012,,23.0,14.0
1283,6.4,452,,11.0,4.0
1284,5.9,122,,5.0,1.0
1285,6.4,2739,,62.0,41.0
1286,6.8,1593,,22.0,12.0
1287,7.6,12225,,127.0,62.0
1288,7.0,891,,30.0,3.0
1289,6.0,122,,6.0,4.0
1290,6.7,2093,,44.0,18.0
1291,6.3,201,,6.0,4.0
1292,6.8,470,,28.0,6.0
1293,6.5,271,,11.0,4.0
1294,7.7,1486,,12.0,18.0
1295,6.5,4957,,62.0,47.0
1296,5.7,496,,10.0,1.0
1297,6.3,101,,8.0,2.0
1298,5.9,228,,9.0,4.0
1299,6.5,506,,14.0,10.0
1300,6.9,1283,,37.0,19.0
1301,7.9,41173,80.0,283.0,158.0
1302,5.8,177,,9.0,3.0
1303,6.0,153,,3.0,2.0
1304,5.5,102,,4.0,1.0
1305,6.1,235,,14.0,9.0
1306,4.7,129,,7.0,3.0
1307,7.4,16927,,130.0,88.0
1308,6.1,357,,17.0,3.0
1309,7.2,183,,2.0,1.0
1310,6.3,481,,23.0,11.0
1311,6.3,722,,22.0,11.0
1312,5.6,559,,18.0,6.0
1313,6.3,506,,11.0,5.0
1314,6.8,570,,28.0,10.0
1315,6.0,1051,,52.0,14.0
1316,6.1,503,,,4.0
1317,6.6,438,,14.0,9.0
1318,6.3,176,,6.0,10.0
1319,7.6,11594,83.0,102.0,45.0
1320,6.6,893,,21.0,18.0
1321,5.8,207,,6.0,6.0
1322,5.4,493,,12.0,7.0
1323,8.2,11390,,402.0,47.0
1324,7.0,1566,,40.0,9.0
1325,6.1,155,,10.0,8.0
1326,6.1,152,,5.0,3.0
1327,6.5,208,,1.0,
1328,7.3,1745,,37.0,19.0
1329,6.3,474,,16.0,5.0
1330,5.5,126,,13.0,3.0
1331,6.6,805,,40.0,12.0
1332,6.6,614,,7.0,6.0
1333,6.3,223,,13.0,4.0
1334,6.3,136,,6.0,2.0
1335,6.2,291,,10.0,2.0
1336,6.1,317,,20.0,6.0
1337,6.2,119,,4.0,1.0
1338,6.9,262,,9.0,4.0
1339,6.6,704,,17.0,11.0
1340,6.1,405,,14.0,7.0
1341,6.4,355,,18.0,3.0
1342,5.8,271,,15.0,6.0
1343,6.5,621,,18.0,10.0
1344,5.8,389,,16.0,5.0
1345,6.4,381,,13.0,13.0
1346,7.6,3497,,57.0,24.0
1347,5.9,129,,9.0,2.0
1348,6.2,281,,8.0,4.0
1349,6.4,438,,17.0,7.0
1350,6.5,561,,23.0,8.0
1351,7.1,922,,14.0,5.0
1352,6.5,155,,8.0,1.0
1353,6.7,202,,3.0,2.0
1354,6.3,2960,,93.0,36.0
1355,6.6,3209,,44.0,20.0
1356,6.9,469,,15.0,7.0
1357,6.6,823,,18.0,14.0
1358,6.3,104,,7.0,3.0
1359,6.0,157,,8.0,3.0
1360,6.8,825,,16.0,20.0
1361,5.0,134,,10.0,8.0
1362,6.9,1040,,23.0,16.0
1363,6.2,124,,7.0,7.0
1364,6.1,451,,17.0,11.0
1365,4.1,795,,44.0,18.0
1366,7.2,10149,,110.0,103.0
1367,7.1,449,,16.0,10.0
1368,7.2,1321,,28.0,14.0
1369,5.6,360,,22.0,3.0
1370,7.1,22728,,195.0,125.0
1371,4.8,103,,9.0,5.0
1372,6.4,3691,,70.0,57.0
1373,6.8,300,,3.0,10.0
1374,5.3,182,,11.0,3.0
1375,6.8,615,,18.0,15.0
1376,7.0,335,,21.0,6.0
1377,6.9,317,,19.0,8.0
1378,6.6,1018,,29.0,17.0
1379,6.6,292,,10.0,3.0
1380,6.6,645,,9.0,10.0
1381,5.8,4352,,76.0,27.0
1382,7.1,8877,,145.0,107.0
1383,6.4,160,,9.0,4.0
1384,7.2,2078,,32.0,30.0
1385,7.5,3326,,52.0,20.0
1386,6.4,177,,5.0,4.0
1387,5.9,437,,12.0,8.0
1388,6.9,508,,25.0,2.0
1389,7.0,1001,,36.0,11.0
1390,5.3,169,,13.0,4.0
1391,5.9,126,,15.0,4.0
1392,6.6,520,,25.0,23.0
1393,5.9,249,,11.0,3.0
1394,7.3,569,,7.0,12.0
1395,6.2,1046,,12.0,6.0
1396,5.7,240,,12.0,2.0
1397,6.4,203,,9.0,2.0
1398,6.4,1368,,34.0,20.0
1399,6.9,2318,,65.0,28.0
1400,6.6,901,,31.0,14.0
1401,7.3,3716,,55.0,34.0
1402,5.6,173,,7.0,2.0
1403,7.0,2650,,56.0,26.0
1404,6.5,897,,17.0,10.0
1405,5.8,3895,,63.0,31.0
1406,5.5,560,,17.0,10.0
1407,5.4,100,,10.0,1.0
1408,6.3,200,,15.0,3.0
1409,6.6,420,,16.0,4.0
1410,4.4,182,,14.0,8.0
1411,7.8,24697,,385.0,86.0
1412,5.8,236,,10.0,12.0
1413,6.9,450,,2.0,7.0
1414,6.3,104,,10.0,2.0
1415,5.8,325,,12.0,4.0
1416,5.7,131,,12.0,7.0
1417,6.4,618,,21.0,10.0
1418,6.0,484,,23.0,9.0
1419,6.9,1940,,61.0,29.0
1420,6.4,325,,19.0,6.0
1421,5.2,138,,13.0,3.0
1422,6.1,232,,9.0,2.0
1423,6.3,117,,9.0,4.0
1424,7.2,684,,28.0,19.0
1425,6.9,1100,,23.0,8.0
1426,6.9,1378,,27.0,8.0
1427,5.5,151,,6.0,1.0
1428,5.8,874,,31.0,15.0
1429,6.7,326,,11.0,3.0
1430,5.4,139,,9.0,4.0
1431,5.7,633,,30.0,8.0
1432,5.7,126,,7.0,
1433,6.3,430,,14.0,9.0
1434,6.9,102,,3.0,4.0
1435,5.1,184,,14.0,2.0
1436,5.9,254,,11.0,2.0
1437,6.9,372,,17.0,2.0
1438,6.1,345,,15.0,8.0
1439,5.4,184,,8.0,2.0
1440,7.0,6864,,51.0,44.0
1441,6.7,1158,,33.0,15.0
1442,5.8,347,,9.0,4.0
1443,8.0,11162,,72.0,87.0
1444,6.3,283,,12.0,4.0
1445,6.8,128,,10.0,4.0
1446,6.2,554,,24.0,12.0
1447,6.3,1092,,34.0,21.0
1448,5.8,669,,25.0,10.0
1449,6.7,537,,16.0,7.0
1450,6.6,529,,19.0,13.0
1451,7.2,3280,,60.0,29.0
1452,6.4,812,,19.0,17.0
1453,6.6,118,,5.0,2.0
1454,6.1,140,,15.0,4.0
1455,8.0,12531,,74.0,82.0
1456,6.2,181,,9.0,3.0
1457,6.9,910,,24.0,7.0
1458,5.7,340,,13.0,5.0
1459,8.0,4781,91.0,29.0,44.0
1460,6.1,157,,9.0,4.0
1461,7.0,784,,22.0,10.0
1462,7.0,273,,3.0,1.0
1463,6.5,107,,7.0,5.0
1464,7.5,15250,,119.0,139.0
1465,5.7,253,,16.0,4.0
1466,5.0,120,,5.0,1.0
1467,6.5,153,,4.0,5.0
1468,6.9,625,,23.0,12.0
1469,6.7,129,,8.0,5.0
1470,5.7,251,,14.0,3.0
1471,6.1,565,,14.0,1.0
1472,5.5,246,,12.0,2.0
1473,6.3,395,,21.0,11.0
1474,7.1,2110,,35.0,29.0
1475,6.3,9031,,180.0,94.0
1476,6.1,469,,23.0,8.0
1477,5.3,194,,9.0,2.0
1478,6.1,360,,12.0,5.0
1479,6.5,191,,12.0,6.0
1480,6.2,175,,14.0,3.0
1481,6.7,186,,3.0,4.0
1482,6.9,2345,,37.0,16.0
1483,6.3,297,,16.0,6.0
1484,5.8,101,,5.0,1.0
1485,6.1,258,,9.0,2.0
1486,6.4,232,,10.0,2.0
1487,6.1,106,,8.0,5.0
1488,6.4,1861,,52.0,39.0
1489,5.9,167,,12.0,4.0
1490,6.1,558,,17.0,7.0
1491,6.4,291,,14.0,5.0
1492,6.1,171,,6.0,5.0
1493,7.6,6055,,153.0,47.0
1494,5.9,489,,24.0,3.0
1495,6.6,345,,16.0,4.0
1496,6.4,708,,18.0,8.0
1497,5.9,263,,9.0,7.0
1498,5.9,226,,11.0,6.0
1499,6.5,695,,25.0,8.0
1500,4.7,127,,8.0,1.0
1501,7.0,3403,,57.0,36.0
1502,6.1,146,,7.0,5.0
1503,6.6,455,,14.0,10.0
1504,6.9,298,,16.0,6.0
1505,7.1,2247,81.0,48.0,25.0
1506,6.9,435,,11.0,13.0
1507,6.4,226,,8.0,4.0
1508,6.0,160,,10.0,1.0
1509,6.2,196,,7.0,5.0
1510,5.8,226,,11.0,3.0
1511,6.7,1078,,23.0,6.0
1512,6.6,126,,6.0,9.0
1513,7.7,1299,,6.0,2.0
1514,6.6,370,,10.0,6.0
1515,5.8,4442,,51.0,47.0
1516,6.3,346,,22.0,5.0
1517,6.0,489,,16.0,6.0
1518,5.9,378,,3.0,6.0
1519,6.6,216,,10.0,2.0
1520,6.3,1290,,27.0,16.0
1521,6.1,271,,11.0,6.0
1522,5.9,136,,8.0,2.0
1523,6.0,374,,18.0,6.0
1524,6.0,173,,9.0,6.0
1525,7.8,440,,3.0,9.0
1526,5.7,116,,9.0,1.0
1527,7.5,1079,,28.0,14.0
1528,6.7,1968,,47.0,16.0
1529,6.3,220,,12.0,4.0
1530,6.0,935,,51.0,29.0
1531,7.3,1205,,11.0,20.0
1532,6.3,350,,18.0,21.0
1533,6.4,247,,4.0,1.0
1534,7.5,5548,,46.0,53.0
1535,7.2,1713,,21.0,9.0
1536,6.0,127,,7.0,4.0
1537,6.5,264,,17.0,15.0
1538,6.5,507,,10.0,9.0
1539,6.5,301,,11.0,3.0
1540,5.8,117,,5.0,1.0
1541,6.8,1064,,41.0,6.0
1542,7.8,54717,93.0,281.0,78.0
1543,7.1,1024,,28.0,18.0
1544,6.1,442,,14.0,7.0
1545,6.0,141,,7.0,6.0
1546,6.4,830,,20.0,22.0
1547,7.1,1069,,29.0,20.0
1548,7.0,356,,14.0,10.0
1549,6.7,628,,24.0,5.0
1550,6.6,1183,,22.0,10.0
1551,6.1,108,,12.0,3.0
1552,6.2,753,,15.0,5.0
1553,6.7,1527,,35.0,18.0
1554,6.6,3275,72.0,66.0,29.0
1555,7.6,4716,80.0,72.0,42.0
1556,7.4,10490,83.0,124.0,74.0
1557,6.8,312,,20.0,7.0
1558,6.5,216,,11.0,7.0
1559,6.4,1150,,58.0,21.0
1560,6.1,162,,5.0,2.0
1561,7.0,333,,2.0,1.0
1562,6.2,336,,20.0,3.0
1563,5.9,2181,,77.0,42.0
1564,6.7,302,,11.0,4.0
1565,6.1,1699,,32.0,10.0
1566,6.9,175,,7.0,3.0
1567,6.3,411,,9.0,7.0
1568,5.7,261,,14.0,3.0
1569,6.9,731,,27.0,10.0
1570,6.0,1330,,6.0,1.0
1571,6.7,653,,15.0,12.0
1572,6.3,446,,14.0,6.0
1573,6.1,146,,5.0,5.0
1574,6.6,432,,15.0,5.0
1575,6.7,127,,7.0,3.0
1576,7.0,657,,9.0,14.0
1577,6.4,301,,16.0,5.0
1578,5.7,578,,25.0,8.0
1579,5.8,1620,,13.0,1.0
1580,6.8,1313,,30.0,16.0
1581,6.5,229,,13.0,2.0
1582,6.5,538,,17.0,9.0
1583,6.3,470,,20.0,3.0
1584,6.5,155,,9.0,
1585,6.0,284,,16.0,4.0
1586,6.9,149,,6.0,2.0
1587,6.9,2837,,35.0,29.0
1588,6.0,240,,11.0,5.0
1589,4.9,247,,16.0,
1590,7.0,1160,,39.0,15.0
1591,7.7,29291,87.0,194.0,109.0
